article_id,name,MK,TR,TK,IM,AB,JM,consensus,rater_pair,mismatch,mismatch_type,ApproximateTitle
280,materials_location,Supplementary materials hosted by the journal,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,Association between DNA methylation and ADHD symptoms from birth to school age: a prospective meta-analysis.
280,materials_access,Yes,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,Association between DNA methylation and ADHD symptoms from birth to school age: a prospective meta-analysis.
280,replication,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,Association between DNA methylation and ADHD symptoms from birth to school age: a prospective meta-analysis.
280,coi,statement says no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,Association between DNA methylation and ADHD symptoms from birth to school age: a prospective meta-analysis.
305,major_issue,no issues,NA,no issues,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,study_type,Secondary analysis of MoBa data,NA,Unclear,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,study type,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,preregistered,No,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,synthesised,No,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,other_data,yes,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,other_data_location,Available from a third party,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,other_data_access,Yes,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,other_data_type,summary statistics,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,analysis,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,robust_check,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,materials,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,replication,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
305,coi,statement says no,NA,no statement,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,other,In utero and childhood exposure to tobacco smoke and multi-layer molecular signatures in children.
724,major_issue,no issues,NA,no issues,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,study_type,Secondary analysis of MoBa data,NA,Secondary analysis of MoBa data,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,preregistered,No,NA,Yes,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,other,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,prereg_access,NA,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,synthesised,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,other_data,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,analysis,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,robust_check,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,materials,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,replication,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
724,coi,statement says yes,NA,statement says yes,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Using the Norwegian mother and child cohort study to determine risk factors for delayed development and neuropsychiatric symptoms in the offspring of parents with epilepsy.
837,major_issue,no issues,NA,no issues,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,study_type,Secondary analysis of MoBa data,NA,Secondary analysis of MoBa data,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,preregistered,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,synthesised,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,other_data,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,analysis,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,robust_check,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,materials,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,replication,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
837,coi,statement says no,NA,no statement,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,other,"Effects of ibuprofen, diclofenac, naproxen, and piroxicam on the course of pregnancy and pregnancy outcome: a prospective cohort study."
623,major_issue,no issues,NA,no issues,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,study_type,Secondary analysis of MoBa data,NA,Secondary analysis of MoBa data,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,preregistered,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,synthesised,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,other_data,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,analysis,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,robust_check,no,NA,sensitivity,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,other,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,materials,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,replication,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
623,coi,statement says yes,NA,statement says no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,other,Association of Prenatal Ibuprofen Exposure with Birth Weight and Gestational Age: A Population-Based Sibling Study.
214,major_issue,no issues,NA,no issues,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,study_type,Secondary analysis of MoBa data,NA,Secondary analysis of MoBa data,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,preregistered,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,synthesised,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,other_data,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,analysis,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,robust_check,no,NA,sensitivity,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,other,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,materials,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,replication,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
214,coi,statement says no,NA,statement says no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Prenatal analgesic opioid exposure and risk of ADHD in childhood.
803,major_issue,no issues,NA,no issues,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,study_type,Secondary analysis of MoBa data,NA,Secondary analysis of MoBa data,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,preregistered,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,synthesised,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,other_data,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,analysis,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,robust_check,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,materials,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,replication,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
803,coi,statement says no,NA,statement says no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Satisfaction with life during pregnancy and early motherhood in first-time mothers of advanced age: a population-based longitudinal study.
614,major_issue,no issues,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,major,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,study_type,Secondary analysis of MoBa data,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,study type,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,preregistered,No,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,synthesised,No,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,other_data,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,analysis,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,robust_check,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,materials,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,replication,no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
614,coi,statement says no,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"A multi-ethnic genome-wide association study identifies novel loci for non-syndromic cleft lip with or without cleft palate on 2p24.2, 17q23 and 19q13."
144,major_issue,no issues,NA,no issues,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,study_type,Secondary analysis of MoBa data,NA,Secondary analysis of MoBa data,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,preregistered,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,synth_location,NA,NA,"An online, third-party repository (e.g., OSF, GitHub, FigShare etc.)",NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,other_data,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,analysis,freely available,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,other,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,analysis_location,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,analysis_access,Yes,NA,NA,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,mismatch,mismatch higher up,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,robust_check,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,materials,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,replication,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
144,coi,statement says no,NA,statement says no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,"Direct and Indirect Effects of Maternal, Paternal, and Offspring Genotypes: Trio-GCTA."
823,major_issue,no issues,NA,no issues,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
823,study_type,Secondary analysis of MoBa data,NA,Secondary analysis of MoBa data,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
823,preregistered,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
823,synthesised,No,NA,No,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
823,other_data,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
823,analysis,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
823,robust_check,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
823,materials,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
823,replication,no,NA,no,NA,NA,NA,add consensus exactly as states in one of your two columns. Please do not add new categories.,MK & TK,match,match,Smoking During Consecutive Pregnancies Among Primiparous Women in the Population-Based Norwegian Mother and Child Cohort Study.
